Year,Quarter,Month,Day,Sum of Open,Sum of Close,Sum of High,Sum of Low
1978,Qtr 2,May,16,-1.8697099762968343,-1.8693807290158926,-1.8735086634214915,-1.8646818830820395
1978,Qtr 2,May,17,-1.8670533455927385,-1.8667241076071381,-1.870868195132978,-1.862008349897061
1978,Qtr 2,May,18,-1.8713257206348994,-1.8709964677005955,-1.8751145778906824,-1.866307907391552
1978,Qtr 2,May,19,-1.871927167370989,-1.8715979123322706,-1.8757123655438275,-1.8669131807573431
1978,Qtr 2,May,22,-1.8708762822678477,-1.8705470309060934,-1.8746678738177336,-1.865855609529052
1978,Qtr 2,May,23,-1.8705777699786452,-1.8702485196613619,-1.874371177618237,-1.8655551979927114
1978,Qtr 2,May,24,-1.8671432394582794,-1.8668140011581476,-1.8709575421020266,-1.8620988157010883
1978,Qtr 2,May,25,-1.8672131332972883,-1.8668838947526034,-1.871027010720748,-1.862169154230914
1978,Qtr 2,May,26,-1.869160688272553,-1.868831442913527,-1.872962717156872,-1.864129100281343
1978,Qtr 2,May,29,-0.2461954761626282,-0.24608704630634456,-0.24975554916058085,-0.24212056768173557
1978,Qtr 2,May,30,-1.8690563913784013,-1.8687271463843016,-1.8728590547843882,-1.8640241398112347
1978,Qtr 2,May,31,-1.8653022504933605,-1.8649730186347035,-1.869127753349726,-1.8602461136739297
1978,Qtr 2,June,1,-1.864491036682312,-1.8641618076620283,-1.868321474803003,-1.8594297386163778
1978,Qtr 2,June,2,-1.8634202200211785,-1.8630909947475978,-1.867257172778572,-1.8583521090180468
1978,Qtr 2,June,5,-1.860563852161826,-1.8602346368824514,-1.8644181824961363,-1.8554775678751205
1978,Qtr 2,June,6,-1.8608301762477106,-1.860500960036489,-1.8646828863189753,-1.8557455864147216
1978,Qtr 2,June,7,-1.8608268100813066,-1.8604975938818629,-1.8646795406316619,-1.8557421988315048
1978,Qtr 2,June,8,-1.8590368570329274,-1.8587076470963886,-1.8629004773034823,-1.8539408574305276
1978,Qtr 2,June,9,-1.8595806443813179,-1.8592514325421097,-1.8634409563572347,-1.8544881045579704
1978,Qtr 2,June,12,-1.8585596853564161,-1.8582304770894629,-1.862426208645041,-1.8534606498088513
1978,Qtr 2,June,13,-1.860574934521766,-1.860245719203615,-1.8644291974331912,-1.855488720745191
1978,Qtr 2,June,14,-1.8596439025424587,-1.8593146904819151,-1.8635038296682391,-1.854551765191257
1978,Qtr 2,June,15,-1.8610365409800194,-1.8607073240467438,-1.8648879955690827,-1.8559532641168526
1978,Qtr 2,June,16,-1.8621784680451479,-1.8618492471163597,-1.8660229753758801,-1.857102456550238
1978,Qtr 2,June,19,-1.8638851798842766,-1.8635559529838384,-1.8677193039178568,-1.8588200271301725
1978,Qtr 2,June,20,-1.8648972314518346,-1.8645680010103074,-1.8687251983639146,-1.8598385177493633
1978,Qtr 2,June,21,-1.8649682447570095,-1.8646390140670128,-1.8687957796381913,-1.8599099828678187
1978,Qtr 2,June,22,-1.8642169531245598,-1.8638877250632728,-1.8680490587153882,-1.859153911236239
1978,Qtr 2,June,23,-1.8646886030408656,-1.8643593733293127,-1.8685178392069204,-1.8596285619661996
1978,Qtr 2,June,26,-1.865664012288038,-1.865334779163605,-1.86948731425722,-1.86061017713282
1978,Qtr 2,June,27,-1.8665340089478748,-1.8662047727793922,-1.8703520180295095,-1.8614857090376904
1978,Qtr 2,June,28,-1.8630151553709495,-1.8626859315146582,-1.8668545724615324,-1.8579444671945975
1978,Qtr 2,June,29,-1.8592543727046862,-1.8589251620070768,-1.8631166696529302,-1.854159757018567
1978,Qtr 2,June,30,-1.8581624181298217,-1.8578332112528757,-1.862031358313653,-1.8530608550191707
1978,Qtr 3,July,3,-1.856213774427103,-1.8558845743683072,-1.8600945697736775,-1.8510998133143954
1978,Qtr 3,July,4,-0.2326493779281074,-0.2325409954685532,-0.23629186270758887,-0.22848828408991628
1978,Qtr 3,July,5,-1.8553726677178695,-1.8550434706020396,-1.8592585801912476,-1.850253355168829
1978,Qtr 3,July,6,-1.854108714290862,-1.8537795215975057,-1.8580023164068138,-1.848981359996086
1978,Qtr 3,July,7,-1.8504810707522192,-1.8501518907517016,-1.8543967427337218,-1.8453306360287383
1978,Qtr 3,July,10,-1.8486001579706823,-1.84827098455133,-1.8525272730534041,-1.843437756174667
1978,Qtr 3,July,11,-1.8484814267543563,-1.8481522537504351,-1.852409264174307,-1.8433182695458141
1978,Qtr 3,July,12,-1.84832607430196,-1.8479969018416051,-1.8522548568554944,-1.8431619286828522
1978,Qtr 3,July,13,-1.8486145762021944,-1.8482854027323938,-1.8525416035672486,-1.843452266140376
1978,Qtr 3,July,14,-1.847109790847029,-1.8467806226423538,-1.8510459730284585,-1.841937906776426
1978,Qtr 3,July,17,-1.8460566958857165,-1.8457275313657378,-1.8499992848885332,-1.8408781116300168
1978,Qtr 3,July,18,-1.8467158840163944,-1.8463867171899686,-1.8506544626490462,-1.8415414937628043
1978,Qtr 3,July,19,-1.845377586739204,-1.8450484245953742,-1.8493243073077046,-1.840194681736421
1978,Qtr 3,July,20,-1.6213816686257676,-1.6211608586637187,-1.6216332584773832,-1.6204149140179114
1978,Qtr 3,July,21,-1.8484392398139282,-1.848110066957616,-1.8523673338908782,-1.8432758141962493
1978,Qtr 3,July,24,-1.8524963319023382,-1.8521671448505805,-1.8563997434337278,-1.847358719026098
1978,Qtr 3,July,25,-1.8537435879943318,-1.8534143965785237,-1.8576394114664305,-1.84861391062912
1978,Qtr 3,July,26,-1.8518426835090191,-1.8515134987443256,-1.8557500717079076,-1.8467009118765563
1978,Qtr 3,July,27,-1.8514509796564111,-1.8511217962622586,-1.8553607509040395,-1.8463067158571334
1978,Qtr 3,July,28,-1.8507451894187357,-1.8504160084940882,-1.854659254554528,-1.8455964351172662
1978,Qtr 3,July,31,-1.8475981015891916,-1.8472689316759556,-1.8515313129846793,-1.8424293243346663
1978,Qtr 3,August,1,-1.8492881390641134,-1.8489589632375698,-1.853211068605982,-1.8441301144618354
1978,Qtr 3,August,2,-1.8515575158158053,-1.8512283320488916,-1.8554666389185188,-1.8464139298395292
1978,Qtr 3,August,3,-1.850454430609016,-1.8501252507017103,-1.854370264663879,-1.8453038263909534
1978,Qtr 3,August,4,-1.8479132537309062,-1.8475840827149779,-1.8518445478031174,-1.8427464815925014
1978,Qtr 3,August,7,-1.8500926670388178,-1.849763488397294,-1.8540107019916658,-1.8449397611452452
1978,Qtr 3,August,8,-1.857039421894505,-1.856710218946834,-1.8609151941652446,-1.8519307138606362
1978,Qtr 3,August,9,-1.8578528242574697,-1.8575236184637678,-1.8617236479491663,-1.8527492913944923
1978,Qtr 3,August,10,-1.8565633524837972,-1.8562341512018552,-1.8604420210666395,-1.8514516155177922
1978,Qtr 3,August,11,-1.8556489515903654,-1.8553197535078405,-1.8595331832073272,-1.8505313968629395
1978,Qtr 3,August,14,-1.854986454997725,-1.8546572592332233,-1.8588747171128799,-1.849864685218514
1978,Qtr 3,August,15,-1.856670976593855,-1.856341774935345,-1.8605489904129056,-1.8515599243728018
1978,Qtr 3,August,16,-1.8556123245838512,-1.8552831266294811,-1.8594967790322738,-1.8504945368216732
1978,Qtr 3,August,17,-1.856049547031596,-1.855720347547419,-1.8599313415051522,-1.8509345410426068
1978,Qtr 3,August,18,-1.8555080259141778,-1.8551788283247403,-1.859393114895071,-1.850389574564747
1978,Qtr 3,August,21,-1.8542263161646844,-1.8538971230598484,-1.858119202814104,-1.8490997100971351
1978,Qtr 3,August,22,-1.8533652125360813,-1.8530360224441793,-1.8572633379696057,-1.8482331278042983
1978,Qtr 3,August,23,-1.8526416770729282,-1.8523124895126193,-1.8565442043530571,-1.8475049889371735
1978,Qtr 3,August,24,-1.8543017630574623,-1.853972569688644,-1.8581941907029136,-1.8491756370113404
1978,Qtr 3,August,25,-1.853543842294379,-1.8532146515774655,-1.8574408809797962,-1.8484128940721116
1978,Qtr 3,August,28,-1.8546990463747182,-1.8543698516158362,-1.8585890570270704,-1.8495754479940576
1978,Qtr 3,August,29,-1.8527404368930032,-1.8524112489871416,-1.8566423633379263,-1.847604377104263
1978,Qtr 3,August,30,-1.8493192409813193,-1.8489900650459523,-1.8532419813052772,-1.844161414261103
1978,Qtr 3,August,31,-1.8463363393773822,-1.8460071738789527,-1.8502772270845238,-1.841159534318454
1978,Qtr 3,September,1,-1.8445031199826083,-1.844173960898469,-1.8484551606338404,-1.8393146512943597
1978,Qtr 3,September,4,-0.22425222648378887,-0.22414387340520536,-0.22794579787125982,-0.22003770681884025
1978,Qtr 3,September,5,-1.8394184886764684,-1.839089347383053,-1.8434014632185596,-1.8341976696569091
1978,Qtr 3,September,6,-1.8391432478117529,-1.8388141074813835,-1.8431278968648082,-1.833920677606586
1978,Qtr 3,September,7,-1.8374509524286151,-1.837121818019454,-1.8414458970719565,-1.8322176152055423
1978,Qtr 3,September,8,-1.840984257860987,-1.8406551110890685,-1.8449577065731508,-1.8357734008522058
1978,Qtr 3,September,11,-1.8374331985474712,-1.837104064200429,-1.8414282512019124,-1.8321997483675476
1978,Qtr 3,September,12,-1.834979668612724,-1.8346505428503899,-1.8389896480578511,-1.8297306081551836
1978,Qtr 3,September,13,-1.8353724950386603,-1.8350433679018576,-1.839380084605534,-1.8301259338901672
1978,Qtr 3,September,14,-1.8364600377760576,-1.8361309068340286,-1.8404610109480903,-1.8312203959823323
1978,Qtr 3,September,15,-1.615483604439891,-1.6152628151147037,-1.6157710769470666,-1.6144793241356734
1978,Qtr 3,September,18,-1.836746335699535,-1.8364172037557722,-1.840745567091646,-1.831508515440572
1978,Qtr 3,September,19,-1.8395505145522475,-1.8392213727968838,-1.843532685875032,-1.834330535530825
1978,Qtr 3,September,20,-1.8437330076026657,-1.843403851213089,-1.847689733465249,-1.8385396391706328
1978,Qtr 3,September,21,-1.8435931977306317,-1.8432640418302384,-1.8475507741688142,-1.8383989397757585
1978,Qtr 3,September,22,-1.8420451249447556,-1.8417159744609473,-1.8460121195514776,-1.8368410175702294
1978,Qtr 3,September,25,-1.8392908601010753,-1.8389617192542222,-1.8432746111101679,-1.834069229060654
1978,Qtr 3,September,26,-1.8351605638252027,-1.8348314374299308,-1.839169442739648,-1.8299126542908473
1978,Qtr 3,September,27,-1.8309270491733844,-1.8305979375908465,-1.83496168395336,-1.8256522044310763
1978,Qtr 3,September,28,-1.8289595552051323,-1.8286304505067004,-1.8330061598291367,-1.8236721925283088
1978,Qtr 3,September,29,-1.8264949176092666,-1.8261658215344072,-1.8305565166007696,-1.8211918739837203
1978,Qtr 4,October,2,-1.825272028438389,-1.8249429366423224,-1.8293410672456556,-1.8199612043333049
1978,Qtr 4,October,3,-1.8256515577635302,-1.8253224646395205,-1.8297182875894737,-1.8203431483663515
1978,Qtr 4,October,4,-1.824459697824456,-1.8241306088706701,-1.8285336786904565,-1.8191437053673494
1978,Qtr 4,October,5,-1.8238982047559364,-1.8235691177667706,-1.8279756016346727,-1.8185786398693455
1978,Qtr 4,October,6,-1.823475403979776,-1.8231463184699568,-1.8275553730947822,-1.8181531490760798
1978,Qtr 4,October,9,-1.8264804909440282,-1.8261513949196466,-1.8305421777045083,-1.8211773555306272
1978,Qtr 4,October,10,-1.6157177581886404,-1.6154969680441675,-1.6160038061507365,-1.6147149676583894
1978,Qtr 4,October,11,-1.8260998711159115,-1.8257707764232887,-1.8301638734921193,-1.8207943140564162
1978,Qtr 4,October,12,-1.8291870240052979,-1.8288579185109703,-1.8332322447541274,-1.8239011085702908
1978,Qtr 4,October,13,-1.8297796021235715,-1.82945049455586,-1.8338212177443722,-1.8244974568927934
1978,Qtr 4,October,16,-1.8236141165796602,-1.8232850305844963,-1.8276932417946532,-1.8182927442175474
1978,Qtr 4,October,17,-1.8205103018656863,-1.8201812267305253,-1.8246083100753017,-1.8151691818703082
1978,Qtr 4,October,18,-1.819061002549205,-1.8187319324850282,-1.8231678280091144,-1.81371066156803
1978,Qtr 4,October,19,-1.8184373900945046,-1.8181083222122985,-1.822548009489205,-1.813083081457013
1978,Qtr 4,October,20,-1.8198300470640683,-1.8195009743090655,-1.823932193809307,-1.8144845990325196
1978,Qtr 4,October,23,-1.821469042741036,-1.8211399642513164,-1.8255612181608551,-1.8161340226146732
1978,Qtr 4,October,24,-1.8273704798624912,-1.8270413807241086,-1.831426752106478,-1.8220730068923707
1978,Qtr 4,October,25,-1.8248969473489005,-1.824567856865213,-1.8289682680753052,-1.819583736837255
1978,Qtr 4,October,26,-1.8260221755254347,-1.8256930811046623,-1.8300866505862423,-1.8207161241374537
1978,Qtr 4,October,27,-1.8218674689391445,-1.8215383890553631,-1.825957220412804,-1.8165349837496798
1978,Qtr 4,October,30,-1.8176472760234792,-1.81731821090582,-1.8217627023158616,-1.8122879403839431
1978,Qtr 4,October,31,-1.8215911129360962,-1.8212620340192625,-1.8256825457050005,-1.8162568694660957
1978,Qtr 4,November,1,-1.8220971666843353,-1.8217680859968597,-1.8261855207223592,-1.8167661429180715
1978,Qtr 4,November,2,-1.820189568816713,-1.8198604948037715,-1.8242895283027403,-1.8148464081973892
1978,Qtr 4,November,3,-1.6241525874151599,-1.6239317677578848,-1.624387319545094,-1.6232034624318477
1978,Qtr 4,November,6,-1.8158673107261722,-1.8155382518364713,-1.819993565975253,-1.8104966502798567
1978,Qtr 4,November,7,-1.8162057410615493,-1.8158766809877072,-1.8203299373674287,-1.810837233835952
1978,Qtr 4,November,8,-1.814315941906983,-1.8139868884453993,-1.8184516353770175,-1.8089354110704141
1978,Qtr 4,November,9,-1.8152580717820417,-1.8149290150240196,-1.8193880335203187,-1.8098835351290743
1978,Qtr 4,November,10,-1.8126957992698012,-1.8123667514769688,-1.8168413493670907,-1.807304960478156
1978,Qtr 4,November,13,-1.8133771199390365,-1.8130480697623166,-1.8175185250161754,-1.8079906159650112
1978,Qtr 4,November,14,-1.8175484823575299,-1.8172194175855418,-1.8216645096910296,-1.8121885181556396
1978,Qtr 4,November,15,-1.8220361049539862,-1.8217070244801605,-1.826124830479496,-1.816704692690093
1978,Qtr 4,November,16,-1.8191175957363768,-1.8187885254741847,-1.8232240768945325,-1.8137676148222832
1978,Qtr 4,November,17,-1.8168493712979943,-1.8165203089721407,-1.8209696518848588,-1.8114849590893485
1978,Qtr 4,November,20,-1.8148297289381508,-1.8145006736788665,-1.8189622966295413,-1.8094524670073646
1978,Qtr 4,November,21,-1.8138798446958482,-1.8135507927601342,-1.8180181912950322,-1.8084965392452683
1978,Qtr 4,November,22,-1.8108547984310837,-1.810525757079768,-1.8150115488132295,-1.8054522465016534
1978,Qtr 4,November,24,-1.8097972426944995,-1.8094682050434878,-1.8139604270365064,-1.804387962198847
1978,Qtr 4,November,27,-1.8103443227471008,-1.810015283181899,-1.8145041787623086,-1.80493852297992
1978,Qtr 4,November,28,-1.8146810497824797,-1.8143519950434124,-1.818814522008437,-1.8093028418991448
1978,Qtr 4,November,29,-1.815562158320298,-1.8152331004983016,-1.8196902700562412,-1.8101895563799317
1978,Qtr 4,November,30,-1.8126058697828649,-1.8122768223046883,-1.81675196699336,-1.8072144588260965
1978,Qtr 4,December,1,-1.8074879234832155,-1.8071588939123298,-1.811665157266399,-1.8020639502326534
1978,Qtr 4,December,4,-1.801517748830984,-1.801188740149268,-1.8057313039755374,-1.7960557910902293
1978,Qtr 4,December,5,-1.8009950951794615,-1.8006660883264698,-1.8052118300454225,-1.7955298121201597
1978,Qtr 4,December,6,-1.8010217031413411,-1.8006926961952505,-1.8052382761297268,-1.7955565893718721
1978,Qtr 4,December,7,-1.8002094048197017,-1.7998804007157785,-1.8044309196703607,-1.7947391229036658
1978,Qtr 4,December,8,-1.7988500186775551,-1.7985210193300172,-1.803079803764545,-1.7933710878370586
1978,Qtr 4,December,11,-1.7960657966840134,-1.7957368070782485,-1.8003125204267465,-1.7905691515789992
1978,Qtr 4,December,12,-1.7984350365203152,-1.7981060386247667,-1.8026673462766443,-1.7929534654076993
1978,Qtr 4,December,13,-1.7968426126555128,-1.79651362033173,-1.8010846104035703,-1.7913509099450464
1978,Qtr 4,December,14,-1.7983418009017877,-1.7980128033324638,-1.8025746778851737,-1.7928596365892
1978,Qtr 4,December,15,-1.8048269003614166,-1.8044978801012406,-1.809020323282783,-1.7993859966837633
1978,Qtr 4,December,18,-1.8122308123300035,-1.8119017661641235,-1.816379191315836,-1.8068370151170585
1978,Qtr 4,December,19,-1.811201029630168,-1.8108719870674164,-1.8153556736102012,-1.8058006805534768
1978,Qtr 4,December,20,-1.8118046944362145,-1.8114756497612876,-1.8159556658390044,-1.806408186101418
1978,Qtr 4,December,21,-1.8229372128525156,-1.8226081292257845,-1.8270204562158576,-1.8176115337750247
1978,Qtr 4,December,22,-1.82055023345021,-1.8202211581753316,-1.8246479987239659,-1.8152093675145484
1978,Qtr 4,December,25,-0.19643536520909088,-0.19632710945951126,-0.2002981688769204,-0.19204386424027334
1978,Qtr 4,December,26,-1.8151903731531531,-1.8148613166320033,-1.8193207467564942,-1.8098154057761193
1978,Qtr 4,December,27,-1.8098349585394378,-1.8095059207564614,-1.8139979134257063,-1.8044259180061362
1978,Qtr 4,December,28,-1.8075689479541495,-1.8072399180997651,-1.811745688800483,-1.8021454902116592
1978,Qtr 4,December,29,-1.8075645040463295,-1.8072354742074943,-1.8117412719285189,-1.802141018030031
1979,Qtr 1,January,2,-1.6233758011836419,-1.6231549842442807,-1.6236152591273196,-1.6224217339949987
1979,Qtr 1,January,3,-1.6224835989669353,-1.622262785149319,-1.6227284848923749,-1.6215238552531774
1979,Qtr 1,January,4,-1.8011815358997434,-1.8008525283944103,-1.80539713649725,-1.7957174390462272
1979,Qtr 1,January,5,-1.7971954671038162,-1.7968664735454234,-1.8014353181552232,-1.7917060093856843
1979,Qtr 1,January,8,-1.7969003032258046,-1.796571310700167,-1.8011419499958468,-1.7914089675643825
1979,Qtr 1,January,9,-1.7960103328393449,-1.7956813434276437,-1.8002573940131357,-1.7905133348525497
1979,Qtr 1,January,10,-1.7942669633659598,-1.793937980054171,-1.7985246308546965,-1.7887588734087416
1979,Qtr 1,January,11,-1.7922129036358334,-1.7918839275110372,-1.796483067617567,-1.7866917449802568
1979,Qtr 1,January,12,-1.7918489100109087,-1.7915199351596978,-1.7961212884578397,-1.7863254354913785
1979,Qtr 1,January,15,-1.6198469539742306,-1.6196261493820274,-1.620107880726139,-1.6188704349361818
1979,Qtr 1,January,16,-1.7916380845033273,-1.7913091103897782,-1.7959117455709341,-1.7861132686328498
1979,Qtr 1,January,17,-1.7923682941509669,-1.7920393174824716,-1.796637512767551,-1.7868481241481255
1979,Qtr 1,January,18,-1.7926712435788144,-1.7923422658503232,-1.7969386191110188,-1.7871530010538512
1979,Qtr 1,January,19,-1.7926357280486207,-1.792306750444395,-1.7969033196502837,-1.7871172595605342
1979,Qtr 1,January,22,-1.7923871232212152,-1.7920581464868386,-1.7966562272854611,-1.7868670730159804
1979,Qtr 1,January,23,-1.7898470630350194,-1.7895180951881131,-1.7941316203228808,-1.7843108520142557
1979,Qtr 1,January,24,-1.7873257998487189,-1.7869968408235137,-1.7916256960029675,-1.7817735476059888
1979,Qtr 1,January,25,-1.7858121679587833,-1.7854832142296566,-1.7901212727499742,-1.7802502854222966
1979,Qtr 1,January,26,-1.7849754551098633,-1.7846465043083288,-1.7892896502964815,-1.7794082490924308
1979,Qtr 1,January,29,-1.7816652073060109,-1.7813362680867724,-1.7859995413853267,-1.7760769402505745
1979,Qtr 1,January,30,-1.782677252215364,-1.78234830945506,-1.7870054292136865,-1.7770954241691985
1979,Qtr 1,January,31,-1.7805067047510168,-1.7801777695852874,-1.7848480869306644,-1.774911066867841
1979,Qtr 1,February,1,-1.7819193314522805,-1.7815903913438818,-1.7862521194905696,-1.7763326812299698
1979,Qtr 1,February,2,-1.7835683722518514,-1.7832394263735891,-1.7878911278521827,-1.7779922138455642
1979,Qtr 1,February,5,-1.788913795008602,-1.7885848304271268,-1.7932040301144867,-1.783371646186641
1979,Qtr 1,February,6,-1.7948972624337958,-1.7945682769166398,-1.79915109530771,-1.7893931826756342
1979,Qtr 1,February,7,-1.7944700422742028,-1.7941410582518569,-1.7987264742710414,-1.7889632443811614
1979,Qtr 1,February,8,-1.794677540454908,-1.7943485557065422,-1.7989327100738692,-1.7891720627431122
1979,Qtr 1,February,9,-1.8015998655804144,-1.8012708566113786,-1.8058129211429115,-1.7961384302972165
1979,Qtr 1,February,12,-1.621383888582216,-1.6211630786123998,-1.6216354649280558,-1.6204171480985552
1979,Qtr 1,February,13,-1.802220185441874,-1.8018911743023882,-1.8064294671010659,-1.79676269686628
1979,Qtr 1,February,14,-1.7981487301631116,-1.7978197332693266,-1.802382781750672,-1.7926653374620751
1979,Qtr 1,February,15,-1.793622216548571,-1.7932932354927,-1.7978838065493796,-1.7881100244702943
1979,Qtr 1,February,16,-1.7905694640510457,-1.790240493676515,-1.7948496263940543,-1.7850378492164751
1979,Qtr 1,February,19,-0.17017874980512435,-0.1700705859253714,-0.17420129352613353,-0.16562019440182235
1979,Qtr 1,February,20,-1.791526026472757,-1.79119705275129,-1.7958003692792504,-1.7860004976470627
1979,Qtr 1,February,21,-1.7938008852573666,-1.793471903576348,-1.798061388273101,-1.7882898299364232
1979,Qtr 1,February,22,-1.7933425858184644,-1.7930136057409998,-1.7976058770373098,-1.78782861462461
1979,Qtr 1,February,23,-1.7965252230240771,-1.7961962318108156,-1.800769151707856,-1.7910315009617415
1979,Qtr 1,February,26,-1.7957506320026795,-1.795421643499651,-1.7999992731449779,-1.790251981701763
1979,Qtr 1,February,27,-1.799702280876012,-1.7993732785464756,-1.8039268809684086,-1.7942287724472545
1979,Qtr 1,February,28,-1.7988101024069025,-1.7984811031990282,-1.8030401303365857,-1.7933309176041217
1979,Qtr 1,March,1,-1.809090346861918,-1.8087613116842791,-1.813257831818309,-1.8036765688298646
1979,Qtr 1,March,2,-1.8092612553220557,-1.8089322195464217,-1.81342770050519,-1.8038485646737232
1979,Qtr 1,March,5,-1.8038703252891164,-1.8035413083759213,-1.8080695678239618,-1.798423335522099
1979,Qtr 1,March,6,-1.8063693896877218,-1.8060403640304976,-1.8105534284092126,-1.800938299905658
1979,Qtr 1,March,7,-1.803127957093702,-1.8027989427779947,-1.8073317160497688,-1.7976762441018077
1979,Qtr 1,March,8,-1.8013069410786153,-1.8009779331344993,-1.8055217787358255,-1.7958436420998787
1979,Qtr 1,March,9,-1.7994060045229494,-1.7990770032300607,-1.8036324071020593,-1.7939306110729183
1979,Qtr 1,March,12,-1.797163283228331,-1.7968342897825473,-1.8014033300800694,-1.7916736207443131
1979,Qtr 1,March,13,-1.797441846204329,-1.7971128517838753,-1.8016801983340354,-1.7919539560424365
1979,Qtr 1,March,14,-1.7986414426444637,-1.7983124440267169,-1.802872496666772,-1.7931611847650204
1979,Qtr 1,March,15,-1.8010661371149173,-1.8007371300133554,-1.805282439775799,-1.7956013060510525
1979,Qtr 1,March,16,-1.8003015254108656,-1.7999725209846202,-1.8045224798180746,-1.7948318296005796
1979,Qtr 1,March,19,-1.7995580143345986,-1.7992290125098394,-1.8037834921160898,-1.7940835880279988
1979,Qtr 1,March,20,-1.7972820269842762,-1.7969530331230175,-1.801521351422497,-1.7917931199925672
1979,Qtr 1,March,21,-1.6186850971266311,-1.6184642965996732,-1.6189530923857238,-1.6177011859195747
1979,Qtr 1,March,22,-1.7940650089175367,-1.7937360263123705,-1.7983239050571802,-1.7885556340503765
1979,Qtr 1,March,23,-1.793449139844042,-1.793120159393753,-1.7977117828092775,-1.7879358465868602
1979,Qtr 1,March,26,-1.7914649705128518,-1.7911359970050147,-1.795739684771725,-1.785939053226242
1979,Qtr 1,March,27,-1.7896628225185114,-1.7893338553162481,-1.7939485006892228,-1.784125439290484
1979,Qtr 1,March,28,-1.7899447079387016,-1.7896157397501433,-1.794228671174288,-1.7844091181714354
1979,Qtr 1,March,29,-1.7868330872563964,-1.7865041299551536,-1.7911359809765723,-1.781277700191367
1979,Qtr 1,March,30,-1.787254748480806,-1.786925789704204,-1.7915550768975192,-1.7817020441826263
1979,Qtr 2,April,2,-1.7927599759205288,-1.7924309978815702,-1.7970268116227222,-1.7872422979440017
1979,Qtr 2,April,3,-1.7976737715629036,-1.7973447763309613,-1.8019107127046157,-1.7921873569971236
1979,Qtr 2,April,4,-1.796983498604412,-1.7966545057876804,-1.8012246392302311,-1.7914926922631902
1979,Qtr 2,April,5,-1.795414407197641,-1.7950854198710364,-1.7996650938651304,-1.7899136177084172
1979,Qtr 2,April,6,-1.7952856510552664,-1.7949566641791694,-1.7995371210496511,-1.789784042371176
1979,Qtr 2,April,9,-1.7998032708617828,-1.7994742681788907,-1.8040272565510873,-1.7943304049691902
1979,Qtr 2,April,10,-1.8088428806985026,-1.8085138463867283,-1.8130118711900702,-1.8034275281939078
1979,Qtr 2,April,11,-1.7965352226489475,-1.796206231400698,-1.8007790904969871,-1.7910415642079756
1979,Qtr 2,April,12,-1.7935745466874649,-1.793245565798387,-1.7978364267022768,-1.7880620513156538
1979,Qtr 2,April,13,-0.1712096661752963,-0.17110149868844826,-0.17522593800507877,-0.16665766984857633
1979,Qtr 2,April,16,-1.7899269336390626,-1.7895979655126952,-1.7942110050099715,-1.7843912307850363
1979,Qtr 2,April,17,-1.7934357969126038,-1.7931068165090005,-1.797698521053594,-1.787922418762688
1979,Qtr 2,April,18,-1.7952535093484117,-1.794924522584776,-1.7995051748865816,-1.789751696166728
1979,Qtr 2,April,19,-1.7948129309435101,-1.7944839457214234,-1.7990672768735259,-1.7893083146367799
1979,Qtr 2,April,20,-1.790530584129969,-1.7902016138914763,-1.794810983010725,-1.7849987219267591
1979,Qtr 2,April,23,-1.788325631058167,-1.7879966685346314,-1.7926194444371566,-1.7827797401165684
1979,Qtr 2,April,24,-1.785822158262167,-1.785493204498085,-1.7901312022743288,-1.7802603392877372
1979,Qtr 2,April,25,-1.7811614335490336,-1.78083249609246,-1.785498832488214,-1.7755699612960203
1979,Qtr 2,April,26,-1.7798197819792376,-1.7794908492169967,-1.7841653432611193,-1.7742197736357639
1979,Qtr 2,April,27,-1.7767536611381258,-1.7764247391040002,-1.7811178760925652,-1.7711341449839428
1979,Qtr 2,April,30,-1.6175776110684128,-1.6173568144164614,-1.6178523440535648,-1.6165866536197022
1979,Qtr 2,May,1,-1.775358791869049,-1.7750298747154607,-1.7797314929321428,-1.769730401033444
1979,Qtr 2,May,2,-1.7707990079819411,-1.7704701067826774,-1.7751994498680395,-1.7651416060911445
1979,Qtr 2,May,3,-1.6175121441588014,-1.6172913477359137,-1.6177872754316787,-1.6165207701850592
1979,Qtr 2,May,4,-1.7705903887814887,-1.7702614883121668,-1.7749920998655266,-1.764931659577098
1979,Qtr 2,May,7,-1.7757316344700853,-1.7754027160119503,-1.7801020672325625,-1.770105615798939
1979,Qtr 2,May,8,-1.77765366421854,-1.7773247390353746,-1.7820124037323062,-1.772039874221492
1979,Qtr 2,May,9,-1.7760334901768255,-1.7757045706625214,-1.7804020865089059,-1.7704093920248938
1979,Qtr 2,May,10,-1.7750203174785506,-1.7746914015092574,-1.7793950777528682,-1.7693897731419317
1979,Qtr 2,May,11,-1.7738684391715063,-1.7735395272325445,-1.7782502072455417,-1.768230566153097
1979,Qtr 2,May,14,-1.7717211894315552,-1.7713922850056512,-1.77611602094817,-1.766069654804996
1979,Qtr 2,May,15,-1.77034516776473,-1.770016268153417,-1.7747483707249163,-1.764684878372263
1979,Qtr 2,May,16,-1.7665733044030776,-1.7662444179892172,-1.7709994546336834,-1.7608890170013036
1979,Qtr 2,May,17,-1.7714759380089946,-1.771147034441206,-1.7758722615867406,-1.765822843000906
1979,Qtr 2,May,18,-1.7682167489815186,-1.7678878568173753,-1.772632900820469,-1.7625429177905105
