Sum of High_Low_Ratio,Sum of Close_Volume_Interaction,Sum of Close_Squared,Sum of Close_Rolling_Mean_5,Sum of Close_Pct_Change,Sum of Close_Lag_1,Sum of DayOfWeek
111094.09128777056,15276.150091842332,110252.99999999997,1488.4358856496253,29.331699916473582,-2.3748139332572293,225811
